City,Status,FSA,Neighborhood,UP2,Collections,Address,Mint Price,Last Price,Owner EOS,Owner,Ownership Changed At,Currency,Markup,Structure,Structure Name,Yield Per Month,Yield Per Month (Max),Property ID,Sale Price,Price Per UP2,UPX.Per.UP2
Chicago,Owned,FALSE,HUMBOLDT PARK,26,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2606 W POTOMAC AVE,5148,5148,i5aik4ltprzh,alchemy,2021-06-29T18:18:06.500Z,,,,,62.27,79.71,82117965308907,,,
Chicago,Owned,FALSE,HUMBOLDT PARK,26,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2610 W POTOMAC AVE,5148,5148,i5aik4ltprzh,alchemy,2021-06-29T18:18:24.500Z,,,,,62.27,79.71,82117965308902,,,
Chicago,Owned,FALSE,HUMBOLDT PARK,26,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",943 N FAIRFIELD AVE,5148,5148,i5aik4ltprzh,alchemy,2021-06-18T22:53:56.000Z,,,,,62.27,79.71,82114140103576,,,
New Orleans,Owned,FALSE,VILLAGE DE LEST,51,"[{""name"":""New Orleans"",""yield_boost"":1.25}]",5630 RED MAPLE DR,5151,5151,i5aik4ltprzh,alchemy,2021-10-25T22:59:13.000Z,,,,,62.31,77.88,74733927014714,,,
Cleveland,Owned,FALSE,HOUGH,56,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",1418 E 61ST ST,5152,5152,i5aik4ltprzh,alchemy,2021-07-18T23:57:05.500Z,,,,,62.32,77.9,81875333394380,,,
Cleveland,Owned,FALSE,HOUGH,56,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",1426 E 61ST ST,5152,5152,i5aik4ltprzh,alchemy,2021-07-18T23:56:52.000Z,,,,,62.32,77.9,81875199176652,,,
Chicago,Owned,FALSE,SOUTH DEERING,56,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2305 E 96TH ST,5152,5152,i5aik4ltprzh,alchemy,2021-07-25T03:11:32.000Z,,,,,62.32,79.77,82003494375283,,,
Bakersfield,Owned,FALSE,MADISON GROVE,112,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",10047 SENECA FALLS AVE,5152,5152,i5aik4ltprzh,alchemy,2021-05-22T06:20:18.000Z,,,,,62.32,74.78,78077390232174,,,
Chicago,Owned,FALSE,WEST PULLMAN,63,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",12517 S EDBROOKE AVE,5166,5166,i5aik4ltprzh,alchemy,2021-06-13T08:39:06.000Z,,,,,62.49,79.98,81969117860856,,,
Oakland,Owned,FALSE,UPPER LAUREL,47,"[{""name"":""The East Bay"",""yield_boost"":1.25}]",4454 MACARTHUR BLVD,5170,5170,i5aik4ltprzh,alchemy,2021-05-05T06:19:30.000Z,,,,,62.54,78.17,79553667653560,,,
Cleveland,Owned,FALSE,WOODLAND HILLS,100,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",2667 WOODHILL RD,5200,5200,i5aik4ltprzh,alchemy,2021-07-08T17:18:00.000Z,,,,,62.9,78.62,81857281113609,,,
Fresno,Owned,FALSE,HOOVER,372,"[{""name"":""The Fresno"",""yield_boost"":1.2}]",4910 N CHESTNUT AVE,5208,5208,i5aik4ltprzh,alchemy,2020-11-30T02:59:05.000Z,,,,,63,75.6,78943799170246,,,
Oakland,Owned,FALSE,UPPER LAUREL,48,"[{""name"":""The East Bay"",""yield_boost"":1.25}]",4448 MACARTHUR BLVD,5280,5280,i5aik4ltprzh,alchemy,2021-05-05T06:15:19.000Z,,,,,63.87,79.83,79553717985204,,,
Oakland,Owned,FALSE,CLEVELAND HEIGHTS,66,"[{""name"":""The East Bay"",""yield_boost"":1.25}]",353 ATHOL AVE,5280,5280,i5aik4ltprzh,alchemy,2021-04-30T16:13:36.500Z,,,,,63.87,79.83,79563868199279,,,
Oakland,Owned,FALSE,CLEVELAND HEIGHTS,66,"[{""name"":""The East Bay"",""yield_boost"":1.25}]",334 HADDON RD,5280,5280,i5aik4ltprzh,alchemy,2021-04-30T16:09:09.500Z,,,,,63.87,79.83,79563582986626,,,
Cleveland,Owned,FALSE,KINSMAN,100,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",3084 E 93 ST,5300,5300,i5aik4ltprzh,alchemy,2021-07-08T23:52:06.500Z,,,completed,aptbuilding,64.11,80.14,81849949470046,,,
Kansas City,Owned,FALSE,OAK PARK SOUTHEAST,52,"[{""name"":""Kansas City"",""yield_boost"":1.25}]",4011 COLLEGE AVE,5304,25000,i5aik4ltprzh,alchemy,2022-05-14T06:22:40.500Z,,,,,64.16,80.2,80342382120827,,,
Bakersfield,Owned,FALSE,HAMPTON WOODS,118,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",10027 RAIN CHECK DR,5310,5310,i5aik4ltprzh,alchemy,2021-05-22T06:15:44.500Z,,,,,64.23,77.08,78081769085570,,,
Chicago,Owned,FALSE,HUMBOLDT PARK,27,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2725 W AUGUSTA BLVD,5346,5346,i5aik4ltprzh,alchemy,2021-06-18T22:52:24.000Z,,,,,64.67,82.77,82114207212440,,,
New Orleans,Owned,FALSE,MCDONOGH,40,"[{""name"":""New Orleans"",""yield_boost"":1.25}]",2024 EVERGREEN AVE,5360,5360,i5aik4ltprzh,alchemy,2021-10-04T18:50:49.500Z,,,,,64.83,81.04,74666499384999,,,
Cleveland,Owned,FALSE,OLD BROOKLYN,60,"[{""name"":""Clevelander"",""yield_boost"":1.25},{""name"":""Old Brooklyn"",""yield_boost"":1.3}]",4279 VALLEY RD,5460,5460,i5aik4ltprzh,alchemy,2021-07-02T17:54:41.500Z,,,,,66.04,85.86,81827233117469,,,
Cleveland,Owned,FALSE,OLD BROOKLYN,60,"[{""name"":""Clevelander"",""yield_boost"":1.25},{""name"":""Old Brooklyn"",""yield_boost"":1.3}]",5414 NORTHCLIFF AVE,5460,5460,i5aik4ltprzh,alchemy,2021-06-24T16:30:37.000Z,,,,,66.04,85.86,81819364605178,,,
Cleveland,Owned,FALSE,OLD BROOKLYN,60,"[{""name"":""Clevelander"",""yield_boost"":1.25},{""name"":""Old Brooklyn"",""yield_boost"":1.3}]",5406 NORTHCLIFF AVE,5460,5460,i5aik4ltprzh,alchemy,2021-06-24T16:30:21.500Z,,,,,66.04,85.86,81819364605186,,,
Chicago,Owned,FALSE,CALUMET HEIGHTS,48,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",9328 S YATES BLVD,5472,5472,i5aik4ltprzh,alchemy,2021-07-25T03:12:49.000Z,,,,,66.19,84.72,82006161952669,,,
Chicago,Owned,FALSE,LITTLE VILLAGE,44,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2434 S SAINT LOUIS AVE,5544,5544,i5aik4ltprzh,alchemy,2021-06-04T23:34:00.000Z,,,,,67.06,85.84,82081894296502,,,
Cleveland,Owned,FALSE,CENTRAL,64,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",2367 E 63RD ST,5568,5568,i5aik4ltprzh,alchemy,2021-07-08T17:01:12.500Z,,,,,67.35,84.19,81862280723129,,,
Cleveland,Owned,FALSE,CENTRAL,64,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",2345 E 63RD ST,5568,5568,i5aik4ltprzh,alchemy,2021-07-08T17:01:30.000Z,,,,,67.35,84.19,81862616267449,,,
San Francisco,Owned,FALSE,MIRALOMA PARK,28,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1231 BOSWORTH ST,5600,5600,i5aik4ltprzh,alchemy,2021-01-23T08:47:21.000Z,,,,,67.74,81.29,79522227143492,,,
Bakersfield,Owned,FALSE,HAMPTON WOODS,125,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",6809 DAY DREAM CT,5625,5625,i5aik4ltprzh,alchemy,2021-05-22T06:16:15.000Z,,,,,68.04,81.65,78081567758962,,,
Bakersfield,Owned,FALSE,HAMPTON WOODS,125,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",6813 DAY DREAM CT,5625,5625,i5aik4ltprzh,alchemy,2021-05-22T06:16:28.000Z,,,,,68.04,81.65,78081701976684,,,
Bakersfield,Owned,FALSE,OLIVE DRIVE AREA,128,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",8910 CRIPPLE CREEK AVE,5632,5632,i5aik4ltprzh,alchemy,2021-05-22T06:05:00.500Z,,,,,68.12,81.75,78084151450618,,,
Cleveland,Owned,FALSE,OLD BROOKLYN,62,"[{""name"":""Clevelander"",""yield_boost"":1.25},{""name"":""Old Brooklyn"",""yield_boost"":1.3}]",4925 PEARL RD,5642,5642,i5aik4ltprzh,alchemy,2021-06-24T16:43:15.500Z,,,,,68.25,88.72,81818525744433,,,
Fresno,Owned,FALSE,ROOSEVELT,403,"[{""name"":""The Fresno"",""yield_boost"":1.2}]",4306 S ORANGE AVE,5642,5642,i5aik4ltprzh,alchemy,2020-12-01T00:48:41.000Z,,,,,68.25,81.89,78860265412640,,,
Chicago,Owned,FALSE,LITTLE VILLAGE,45,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2430 S SAINT LOUIS AVE,5670,5670,i5aik4ltprzh,alchemy,2021-06-04T23:33:24.000Z,,,,,68.58,87.79,82081944628150,,,
Brooklyn,Owned,FALSE,EAST WILLIAMSBURG,52,"[{""name"":""Brooklyner"",""yield_boost"":1.25}]",11 TEN EYCK ST,5720,5720,i5aik4ltprzh,alchemy,2021-03-24T00:51:39.500Z,,,,,69.19,86.49,81373862660278,,,
Bakersfield,Owned,FALSE,HAMPTON WOODS,128,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",6710 DAY DREAM CT,5760,5760,i5aik4ltprzh,alchemy,2021-05-22T06:15:58.000Z,,,,,69.67,83.61,78081366432399,,,
Cleveland,Owned,FALSE,HOUGH,63,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",1431 E 59 ST,5796,5796,i5aik4ltprzh,alchemy,2021-07-18T23:59:00.500Z,,,,,70.11,87.64,81875048181695,,,
Chicago,Owned,FALSE,CHICAGO LAWN,46,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",7419 S MOZART ST,5796,5796,i5aik4ltprzh,alchemy,2021-07-05T15:32:26.000Z,,,,,70.11,89.74,82026781145043,,,
Rio de Janeiro,Owned,FALSE,FREGUESIA (ILHA DO GOVERNADOR),33,[],"RUA CAMBUI, 259",5808,25000,i5aik4ltprzh,alchemy,2022-07-28T11:11:06.500Z,,,,,70.25,No boost,41842381386652,,,
Chicago,Owned,FALSE,CALUMET HEIGHTS,51,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",9346 S YATES BLVD,5814,5814,i5aik4ltprzh,alchemy,2021-07-25T03:12:06.000Z,,,,,70.33,90.02,82005843185566,,,
Brooklyn,Owned,FALSE,EAST WILLIAMSBURG,53,"[{""name"":""Brooklyner"",""yield_boost"":1.25}]",442 S 5TH ST,5830,5830,i5aik4ltprzh,alchemy,2021-03-24T00:50:43.500Z,,,,,70.52,88.15,81371983612051,,,
Cleveland,Owned,FALSE,FAIRFAX,76,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",8212 GOLDEN AVE,5852,5852,i5aik4ltprzh,alchemy,2021-07-08T17:10:46.000Z,,,,,70.79,88.48,81863924890743,,,
Bakersfield,Owned,FALSE,OLIVE DRIVE AREA,133,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",8820 BAY LAUREL AVE,5852,5852,i5aik4ltprzh,alchemy,2021-05-22T06:06:08.000Z,,,,,70.79,84.94,78084738653216,,,
Cleveland,Owned,FALSE,CENTRAL,68,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",2355 E 63RD ST,5916,5916,i5aik4ltprzh,alchemy,2021-07-08T17:01:00.000Z,,,,,71.56,89.45,81862465272505,,,
Oakland,Owned,FALSE,UPPER ROCKRIDGE,54,"[{""name"":""The East Bay"",""yield_boost"":1.25}]",6117 BROADWAY TER,5940,5940,i5aik4ltprzh,alchemy,2021-05-05T06:37:06.000Z,,,,,71.85,89.81,79588664923343,,,
Cleveland,Owned,FALSE,HOUGH,65,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",6202 WHITE AVE,5980,5980,i5aik4ltprzh,alchemy,2021-07-19T00:00:12.000Z,,,,,72.33,90.42,81874309984238,,,
San Francisco,Owned,FALSE,SUTRO HEIGHTS,24,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",483 45TH AVE,6000,6000,i5aik4ltprzh,alchemy,2020-12-17T20:01:32.500Z,,,,,72.58,87.09,79549657889737,,,
Cleveland,Owned,FALSE,OLD BROOKLYN,66,"[{""name"":""Clevelander"",""yield_boost"":1.25},{""name"":""Old Brooklyn"",""yield_boost"":1.3}]",5701 ARCHMERE AVE,6006,6006,i5aik4ltprzh,alchemy,2021-06-24T16:26:19.500Z,,,,,72.65,94.44,81819616263354,,,
Detroit,Owned,FALSE,COLLEGE PARK,66,"[{""name"":""Detroit"",""yield_boost"":1.25}]",18110 HARLOW ST,6138,7425,i5aik4ltprzh,alchemy,2022-09-19T03:18:40.500Z,,,,,74.25,92.81,82440255730367,,,
Chicago,Owned,FALSE,ROGERS PARK,54,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",1719 W GREENLEAF AVE,6156,6156,i5aik4ltprzh,alchemy,2021-06-13T22:05:14.500Z,,,,,74.46,95.31,82183178345467,,,
New Orleans,Owned,FALSE,VILLAGE DE LEST,61,"[{""name"":""New Orleans"",""yield_boost"":1.25}]",13101 DWYER BLVD,6161,6161,i5aik4ltprzh,alchemy,2021-10-10T20:33:54.000Z,,,,,74.52,93.15,74729044844930,,,
San Francisco,Owned,FALSE,MIRALOMA PARK,31,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",737 CONGO ST,6200,6200,i5aik4ltprzh,alchemy,2021-01-23T08:42:35.000Z,,,,,75,89.99,79522193589053,,,
Bakersfield,Owned,FALSE,TERRA VISTA,148,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",10912 VILLA MONTEREY DR,6216,6216,i5aik4ltprzh,alchemy,2021-05-22T06:06:57.000Z,,,,,75.19,90.23,78009643835391,,,
Fresno,Owned,FALSE,HOOVER,444,"[{""name"":""The Fresno"",""yield_boost"":1.2}]",168 E BULLARD AVE,6216,6216,i5aik4ltprzh,alchemy,2020-10-26T09:30:15.000Z,,,,,75.19,90.23,78954268149843,,,
Bakersfield,Owned,FALSE,OLIVE DRIVE AREA,142,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",8902 CRIPPLE CREEK AVE,6248,6248,i5aik4ltprzh,alchemy,2021-05-22T06:05:15.500Z,,,,,75.58,90.69,78084151450626,,,
Queens,Owned,FALSE,BELLEROSE,42,"[{""name"":""Queens"",""yield_boost"":1.25}]",23115 87TH AVE,6342,6342,i5aik4ltprzh,alchemy,2022-04-29T14:55:24.000Z,,,,,76.71,95.89,81387468985486,,,
Chicago,Owned,FALSE,CHICAGO LAWN,51,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",7158 S MOZART ST,6426,6426,i5aik4ltprzh,alchemy,2021-07-05T15:31:49.500Z,,,,,77.73,99.49,82029499054001,,,
Bakersfield,Owned,FALSE,OLIVE DRIVE AREA,147,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",8909 QUAIL BROOK CT,6468,6468,i5aik4ltprzh,alchemy,2021-05-22T06:04:47.500Z,,,,,78.24,93.88,78084419886074,,,
Chicago,Owned,FALSE,GARFIELD PARK,48,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2858 W VAN BUREN ST,6528,6528,i5aik4ltprzh,alchemy,2021-07-09T20:32:09.000Z,,,,,78.96,101.07,82100013690183,,,
Chicago,Owned,FALSE,CHICAGO LAWN,52,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",7354 S MOZART ST,6552,6552,i5aik4ltprzh,alchemy,2021-07-05T15:33:04.000Z,,,,,79.25,101.44,82027284461492,,,
Chicago,Owned,FALSE,NORWOOD PARK,52,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",5445 N CANFIELD AVE,6552,6552,i5aik4ltprzh,alchemy,2021-06-11T22:49:18.000Z,,,,,79.25,101.44,82164085869506,,,
Kansas City,Owned,FALSE,BLUE HILLS,46,"[{""name"":""Kansas City"",""yield_boost"":1.25},{""name"":""Blue Hills"",""yield_boost"":1.71}]",5325 WAYNE AVE,6555,32000,i5aik4ltprzh,alchemy,2021-09-17T03:04:31.000Z,,,,,79.29,135.58,80327936939627,,,
Bakersfield,Owned,FALSE,OLIVE DRIVE AREA,152,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",8900 QUAIL BROOK CT,6688,6688,i5aik4ltprzh,alchemy,2021-05-22T06:04:34.500Z,,,,,80.9,97.08,78084738653183,,,
Nashville,Owned,FALSE,DONELSON,47,"[{""name"":""Nashville"",""yield_boost"":1.25}]",207 STONERS GLEN CT,6768,6768,i5aik4ltprzh,alchemy,2021-11-09T01:03:07.500Z,,,,,81.87,102.33,78563578129619,,,
Queens,Owned,FALSE,OZONE PARK,32,[],10762 92ND ST,6816,6816,i5aik4ltprzh,alchemy,2022-04-17T00:59:24.500Z,,,,,82.45,No boost,81353394459703,,,
Chicago,Owned,FALSE,CALUMET HEIGHTS,60,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",9227 S YATES BLVD,6840,6840,i5aik4ltprzh,alchemy,2021-07-25T03:09:11.000Z,,,,,82.74,105.9,82007319580591,,,
Cleveland,Owned,FALSE,KINSMAN,130,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",9009 DICKENS AVE,6890,6890,i5aik4ltprzh,alchemy,2021-07-08T23:52:19.500Z,,,,,83.34,104.18,81849949470016,,,
Cleveland,Owned,FALSE,OLD BROOKLYN,76,"[{""name"":""Clevelander"",""yield_boost"":1.25},{""name"":""Old Brooklyn"",""yield_boost"":1.3}]",1310 SPRING RD,6916,6916,i5aik4ltprzh,alchemy,2021-07-02T17:35:45.000Z,,,,,83.66,108.75,81825437958314,,,
Cleveland,Owned,FALSE,OLD BROOKLYN,76,"[{""name"":""Clevelander"",""yield_boost"":1.25},{""name"":""Old Brooklyn"",""yield_boost"":1.3}]",5201 NORTHCLIFF AVE,6916,6916,i5aik4ltprzh,alchemy,2021-06-24T16:32:07.000Z,,,,,83.66,108.75,81819062615345,,,
Cleveland,Owned,FALSE,FAIRFAX,90,"[{""name"":""Clevelander"",""yield_boost"":1.25}]",2228 E 83RD ST,6930,6930,i5aik4ltprzh,alchemy,2021-07-08T17:13:09.500Z,,,,,83.83,104.78,81864579202166,,,
Bakersfield,Owned,FALSE,SILVER CREEK,159,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",7301 SUTTERS MILL ST,6996,6996,i5aik4ltprzh,alchemy,2021-05-21T11:45:00.000Z,,,,,84.62,101.55,78005801854158,,,
New Orleans,Owned,FALSE,VILLAGE DE LEST,70,"[{""name"":""New Orleans"",""yield_boost"":1.25}]",13111 DWYER BLVD,7070,7070,i5aik4ltprzh,alchemy,2021-10-10T20:34:06.000Z,,,,,85.52,106.9,74729061622152,,,
Cleveland,Owned,FALSE,OLD BROOKLYN,79,"[{""name"":""Clevelander"",""yield_boost"":1.25},{""name"":""Old Brooklyn"",""yield_boost"":1.3}]",4277 VALLEY RD,7189,7189,i5aik4ltprzh,alchemy,2021-07-02T17:54:30.000Z,,,,,86.96,113.05,81827233117473,,,
Staten Island,Owned,FALSE,GREAT KILLS,120,"[{""name"":""Great Kills"",""yield_boost"":1.15},{""name"":""Staten Islander"",""yield_boost"":1.2}]",214 DEWEY AVE,7200,33000,i5aik4ltprzh,alchemy,2021-09-25T10:21:23.000Z,,,,,87.09,104.51,81277142010294,,,
Chicago,Owned,FALSE,EDGEWATER,54,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",1056 W GLENLAKE AVE,7236,7236,i5aik4ltprzh,alchemy,2021-06-13T23:13:38.000Z,,,,,87.53,112.03,82172457704866,,,
Fresno,Owned,FALSE,HOOVER,517,"[{""name"":""The Fresno"",""yield_boost"":1.2}]",4796 E SANTA ANA AVE,7238,7238,i5aik4ltprzh,alchemy,2020-11-30T02:57:57.500Z,,,,,87.55,105.06,78941668463770,,,
Queens,Owned,FALSE,ROSEDALE,41,"[{""name"":""Queens"",""yield_boost"":1.25}]",24516 149TH RD,7257,7257,i5aik4ltprzh,alchemy,2022-05-03T01:44:00.000Z,,,,,87.78,109.73,81337959424018,,,
Kansas City,Owned,FALSE,BLUE HILLS,51,"[{""name"":""Kansas City"",""yield_boost"":1.25},{""name"":""Blue Hills"",""yield_boost"":1.71}]",5318 GARFIELD AVE,7267.5,28000,i5aik4ltprzh,alchemy,2021-09-17T03:05:24.000Z,,,,,87.91,150.32,80327920162561,,,
San Francisco,Owned,FALSE,OUTER SUNSET,27,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""Sunset"",""yield_boost"":1.3}]",1583 45TH AVE,7290,7290,i5aik4ltprzh,alchemy,2020-11-22T02:46:02.500Z,,,,,88.18,114.63,79535699246070,,,
Chicago,Owned,FALSE,NORWOOD PARK,58,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",5447 N CANFIELD AVE,7308,7308,i5aik4ltprzh,alchemy,2021-06-11T22:48:50.000Z,,,,,88.4,113.15,82164152978371,,,
Chicago,Owned,FALSE,ASHBURN,60,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2761 W 84TH PL,7320,7320,i5aik4ltprzh,alchemy,2021-07-05T14:27:19.500Z,,,,,88.54,113.33,82015137759740,,,
Chicago,Owned,FALSE,ASHBURN,60,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2760 W 85TH ST,7320,7320,i5aik4ltprzh,alchemy,2021-07-05T14:23:49.000Z,,,,,88.54,113.33,82014936433148,,,
Chicago,Owned,FALSE,ASHBURN,60,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2756 W 85TH ST,7320,7320,i5aik4ltprzh,alchemy,2021-07-05T14:27:35.000Z,,,,,88.54,113.33,82014936433153,,,
San Francisco,Owned,FALSE,ST. MARYS PARK,21,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",416 BOSWORTH ST,7350,7350,i5aik4ltprzh,alchemy,2021-02-14T10:33:58.500Z,,,,,88.91,106.69,79520952075382,,,
Brooklyn,Owned,FALSE,MAPLETON,92,"[{""name"":""Brooklyner"",""yield_boost"":1.25}]",1070 MCDONALD AVE,7360,7360,i5aik4ltprzh,alchemy,2021-08-01T02:30:49.000Z,,,,,89.03,111.28,81322557935937,,,
Chicago,Owned,FALSE,ROSELAND,38,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",10610 S LOWE AVE,7448,7448,i5aik4ltprzh,alchemy,2021-06-22T10:02:55.500Z,,,,,90.09,115.32,81991079233454,,,
Chicago,Owned,FALSE,LOGAN SQUARE,35,"[{""name"":""Chicagoan"",""yield_boost"":1.28},{""name"":""Logan Square"",""yield_boost"":1.3}]",2475 N ALBANY AVE,7490,7490,i5aik4ltprzh,alchemy,2021-06-04T19:44:05.000Z,,,,,90.6,117.78,82131303195244,,,
Chicago,Owned,FALSE,ENGLEWOOD,77,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",523 W 66TH ST,7546,7546,i5aik4ltprzh,alchemy,2021-07-08T13:48:23.000Z,,,,,91.28,116.83,82036411268568,,,
Queens,Owned,FALSE,MASPETH,32,[],5720 64TH ST,7584,7584,i5aik4ltprzh,alchemy,2022-04-20T07:50:14.500Z,,,,,91.74,No boost,81381513069196,,,
Queens,Owned,FALSE,JAMAICA,40,[],11634 145TH ST,7600,7600,i5aik4ltprzh,alchemy,2022-04-17T07:49:33.500Z,,,,,91.93,No boost,81355575499148,,,
Chicago,Owned,FALSE,GARFIELD PARK,56,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",3701 W HARRISON ST,7616,7616,i5aik4ltprzh,alchemy,2021-06-04T22:23:00.500Z,,,,,92.12,117.92,82098184973090,,,
Chicago,Owned,FALSE,ROSELAND,39,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",38 W 109TH PL,7644,7644,i5aik4ltprzh,alchemy,2021-06-15T18:11:54.000Z,,,,,92.46,118.35,81987539241291,,,
New Orleans,For sale,FALSE,LAKEVIEW,45,"[{""name"":""New Orleans"",""yield_boost"":1.25}]",6227 MEMPHIS ST,7650,7650,i5aik4ltprzh,alchemy,2021-10-04T15:08:42.500Z,USD,105,,,92.53,115.67,74708492752269,8,0.177777778,
Chicago,Owned,FALSE,HUMBOLDT PARK,39,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",2608 W POTOMAC AVE,7722,7722,i5aik4ltprzh,alchemy,2021-06-29T18:18:42.500Z,,,,,93.41,119.56,82117965308904,,,
Fresno,Owned,FALSE,EDISON,703,"[{""name"":""The Fresno"",""yield_boost"":1.2}]",3017 W KEARNEY BLVD,7733,7733,i5aik4ltprzh,alchemy,2021-02-05T07:44:45.500Z,,,,,93.54,112.25,78894574816946,,,
Queens,Owned,FALSE,ROSEDALE,44,[],25907 147TH AVE,7788,7788,i5aik4ltprzh,alchemy,2022-04-15T21:58:58.000Z,,,,,94.2,No boost,81341415530758,,,
Rutherford,Owned,FALSE,RUTHERFORD,53,[],135 DANIEL AVE,7791,16000,i5aik4ltprzh,alchemy,2021-09-25T10:34:42.000Z,,,completed,udituwpdkial,94.24,No boost,81442145918874,,,
Chicago,Owned,FALSE,MORGAN PARK,64,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",11856 S WATKINS AVE,7808,7808,i5aik4ltprzh,alchemy,2021-06-15T18:10:18.500Z,,,,,94.45,120.89,81976617274971,,,
Chicago,Owned,FALSE,AUBURN GRESHAM,64,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",7657 S ASHLAND AVE,7808,7808,i5aik4ltprzh,alchemy,2021-06-13T00:41:23.000Z,,,,,94.45,120.89,82024080016669,,,
Fresno,Owned,FALSE,WEST FRESNO,558,"[{""name"":""The Fresno"",""yield_boost"":1.2}]",2203 N FELAND AVE,7812,7812,i5aik4ltprzh,alchemy,2021-01-26T03:01:11.000Z,,,,,94.49,113.39,78919874856816,,,
San Francisco,Owned,FALSE,OUTER SUNSET,29,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""Sunset"",""yield_boost"":1.3}]",1218 42ND AVE,7830,7830,i5aik4ltprzh,alchemy,2021-08-01T19:29:55.500Z,,,,,94.71,123.13,79539960659031,,,
Chicago,Owned,FALSE,ENGLEWOOD,80,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",6621 S LOWE AVE,7840,7840,i5aik4ltprzh,alchemy,2021-07-08T13:47:52.000Z,,,,,94.83,121.39,82036142833051,,,
Bakersfield,For sale,FALSE,TERRA VISTA,189,"[{""name"":""Bakersfielder"",""yield_boost"":1.2}]",10600 VILLA HERMOSA DR,7938,7938,i5aik4ltprzh,alchemy,2021-05-22T06:07:33.500Z,USD,151,,,96.02,115.22,78008972746880,12,0.063492063,
San Francisco,Owned,FALSE,SUTRO HEIGHTS,32,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",477 45TH AVE,8000,8000,i5aik4ltprzh,alchemy,2020-12-17T20:00:33.500Z,,,,,96.77,116.12,79549708221385,,,
Chicago,Owned,FALSE,AUSTIN,60,"[{""name"":""Chicagoan"",""yield_boost"":1.28}]",5421 W NORTH AVE,8040,8040,i5aik4ltprzh,alchemy,2021-06-18T22:50:06.000Z,,,,,97.25,124.48,82120498666610,,,
