City,Status,FSA,Neighborhood,UP2,Collections,Address,Mint Price,Last Price,Owner EOS,Owner,Ownership Changed At,Currency,Markup,Structure,Structure Name,Yield Per Month,Yield Per Month (Max),Property ID,Sale Price,Price Per UP2,upx/ft2
San Francisco,For sale,FALSE,ANZA VISTA,8,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",90 SAINT JOSEPHS AVE,1920,1920,ccogqiyn5bsv,greenturtle,2020-05-05T12:26:20.500Z,UPX,2893,,,23.22,27.87,79550043767629,55555,6944.375,2.9025
San Francisco,Owned,FALSE,ANZA VISTA,6,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",98 SAINT JOSEPHS AVE,1440,2550,tglx4mqcscc5,zhidalgokidz,2020-05-13T00:47:46.500Z,,,,,17.42,20.9,79550094099277,,,2.903333333
San Francisco,Owned,FALSE,APPAREL CITY,18,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",6 MARENGO ST,1800,12500,hsibrnppd4pr,thankmelater,2021-03-30T17:01:42.000Z,,,,,21.77,26.13,79524357850944,,,1.209444444
San Francisco,Owned,FALSE,APPAREL CITY,19,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",140 HELENA ST,1900,85666,hsibrnppd4pr,thankmelater,2021-12-21T20:09:08.500Z,,,,,22.98,27.58,79522931787652,,,1.209473684
San Francisco,Owned,FALSE,APPAREL CITY,19,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",10 MARENGO ST,1900,1900,tglx4mqcscc5,zhidalgokidz,2020-04-02T08:36:43.500Z,,,,,22.98,27.58,79524324296510,,,1.209473684
San Francisco,For sale,FALSE,APPAREL CITY,22,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",87 ELMIRA ST,2200,2200,bhjd1zt1tsnw,alexnite01,2020-03-23T01:31:06.000Z,UPX,45455,,,26.61,34.59,79523082782612,1000000,45454.54545,1.209545455
San Francisco,Owned,FALSE,APPAREL CITY,24,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",100 CHARTER OAK AVE,2400,12000,hsibrnppd4pr,thankmelater,2021-03-30T02:50:46.000Z,,,,,29.03,34.84,79522747238246,,,1.209583333
San Francisco,Owned,FALSE,APPAREL CITY,24,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",2231 QUESADA AVE,2400,3199,cv4m1mmqianc,xnoregretx,2020-06-09T08:28:56.000Z,,,,,29.03,34.84,79524290742220,,,1.209583333
San Francisco,Owned,FALSE,APPAREL CITY,24,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",2207 QUESADA AVE,2400,14000,hoiafygjkroq,gratefulra,2020-07-30T03:31:34.500Z,,,,,29.03,34.84,79524039083989,,,1.209583333
San Francisco,Owned,FALSE,APPAREL CITY,25,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",152 HELENA ST,2500,2500,ccogqiyn5bsv,greenturtle,2020-07-27T19:22:15.500Z,,,,,30.24,36.29,79522931787642,,,1.2096
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",2265 SHAFTER AVE,2600,2600,bhjd1zt1tsnw,alexnite01,2020-03-17T01:18:16.000Z,,,,,31.45,44.03,79523720316826,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",2247 SHAFTER AVE,2600,8000,ogctn2ywjpvr,blckchnbck,2022-02-02T20:11:00.000Z,,,completed,iwzpfunivool,31.45,40.88,79523518990250,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",2245 SHAFTER AVE,2600,7000,ogctn2ywjpvr,blckchnbck,2022-02-02T20:10:54.000Z,,,completed,iwzpfunivool,31.45,40.88,79523485435821,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",101 BOUTWELL ST,2600,3996,aelpu4abrwqo,justjacob,2020-11-10T19:09:58.000Z,,,,,31.45,37.74,79522747238236,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",105 BOUTWELL ST,2600,12000,hsibrnppd4pr,thankmelater,2021-03-30T02:52:53.500Z,,,,,31.45,37.74,79522663352156,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",2245 QUESADA AVE,2600,2600,r5atbr2mefbu,sunstar,2020-05-04T20:38:35.000Z,,,,,31.45,37.74,79524357851078,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",2243 SHAFTER AVE,2600,70000,ddcacs33w51z,spyxx,2022-04-04T22:55:12.000Z,,,,,31.45,40.88,79523468658606,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",77 ELMIRA ST,2600,2600,bhjd1zt1tsnw,alexnite01,2020-03-23T01:30:28.500Z,,,,,31.45,40.88,79523133114259,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",99 CHARTER OAK AVE,2600,2600,qhkmlkla4qvs,stargazer,2020-04-21T03:40:46.500Z,,,,,31.45,37.74,79523015673721,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""Newbie"",""yield_boost"":1.1},{""name"":""San Franciscan"",""yield_boost"":1.2}]",148 HELENA ST,2600,2600,qhkmlkla4qvs,stargazer,2020-03-16T00:46:31.000Z,,,,,31.45,37.74,79522931787647,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,26,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",103 BOUTWELL ST,2600,100000,hsibrnppd4pr,thankmelater,2022-01-11T05:17:29.000Z,,,,,31.45,37.74,79522696906588,,,1.209615385
San Francisco,Owned,FALSE,APPAREL CITY,8,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",91 ELMIRA ST,800,50000,hsibrnppd4pr,thankmelater,2022-01-10T15:34:17.000Z,,,,,9.68,11.61,79523032450964,,,1.21
San Francisco,Owned,FALSE,AQUATIC PARK / FT. MASON,8,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",2947 LARKIN ST,1920,17560,ss5wfyqrfndb,northcoin99,2020-09-30T06:57:17.000Z,,,,,23.22,27.87,79565646577463,,,2.9025
San Francisco,Owned,FALSE,ASHBURY HEIGHTS,10,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",155 RIVOLI ST,2500,2500,j4hckxwhzh1z,choyna,2020-03-10T23:21:52.500Z,,,,,30.24,36.29,79538937250362,,,3.024
San Francisco,Owned,FALSE,ASHBURY HEIGHTS,9,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1415 SHRADER ST,2250,2250,a4az33l4coy1,virthus77,2019-12-23T06:14:39.000Z,,,,,27.22,32.66,79538803032613,,,3.024444444
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""Newbie"",""yield_boost"":1.1},{""name"":""San Franciscan"",""yield_boost"":1.2}]",28 REBECCA LN,1300,1499,hb44lg4pabup,harekrishna,2020-01-04T13:18:27.500Z,,,,,15.72,18.87,79523602876929,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",4340 03RD ST,1300,1300,eszi4j52egtd,capitalist,2019-12-24T02:11:26.000Z,,,,,15.72,18.87,79523955198253,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",38 REBECCA LN,1300,1499,hb44lg4pabup,harekrishna,2020-01-04T13:34:07.500Z,,,,,15.72,20.44,79523653208571,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",8 HILLVIEW CT,1300,2899,wmq1okiggejk,nftcollector,2020-05-25T00:20:33.000Z,,,,,15.72,18.87,79522361362882,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",37 HAWKINS LN,1300,38900,h2q5g4jmfqxw,ryrari1,2021-12-20T13:19:20.000Z,,,,,15.72,18.87,79521874823635,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",74 HAWKINS LN,1300,339,eqxnztv21sfs,smurfking,2020-01-12T13:28:51.500Z,,,completed,smltwnhouse2,15.72,22.01,79522025818562,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",4 JAKEY CT,1300,65000,dhvjrtcbghmf,rdpfeiffer,2022-01-09T20:50:28.500Z,,,completed,smltwnhouse2,15.72,20.44,79521723828689,,,1.209230769
San Francisco,For sale,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1 BELL CT,1300,47375,qbus2vcyo51z,hila_a,2021-12-25T05:27:57.000Z,UPX,17077,,,15.72,18.87,79521371507113,222000,17076.92308,1.209230769
San Francisco,For sale,FALSE,BAYVIEW,13,"[{""name"":""Newbie"",""yield_boost"":1.1},{""name"":""San Franciscan"",""yield_boost"":1.2}]",6 BASS CT,1300,47500,m1ng12svo3ec,edgazin,2021-12-26T22:36:36.500Z,UPX,5000,,,15.72,18.87,79521019185595,65000,5000,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",33 PROGRESS ST,1300,1900,ubvagdqimd13,mr27end,2020-02-21T19:49:02.500Z,,,,,15.72,22.01,79520952076754,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""Newbie"",""yield_boost"":1.1},{""name"":""San Franciscan"",""yield_boost"":1.2}]",1410 LANE ST,1300,1300,pi2jgqu3wksh,boot,2020-02-09T01:22:28.500Z,,,,,15.72,18.87,79520918522182,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",11 LAS VILLAS CT,1300,3000,hsibrnppd4pr,thankmelater,2020-04-05T00:42:25.500Z,,,,,15.72,18.87,79520868190617,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1 LAS VILLAS CT,1300,111111,ke2eetb4makj,amirjalilvnd,2021-12-23T15:30:45.500Z,,,,,15.72,18.87,79520767527332,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",18 GARNETT TER,1300,11000,xradn3hqzruo,asimugur15,2021-03-21T22:12:42.500Z,,,,,15.72,22.01,79520717195788,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",34 HAWKINS LN,1300,3500,wmq1okiggejk,nftcollector,2020-05-25T00:24:30.000Z,,,,,15.72,18.87,79521975486941,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",46 HAWKINS LN,1300,4200,qdqyxnurqwi2,manu7,2020-06-16T01:40:00.500Z,,,,,15.72,18.87,79522076150230,,,1.209230769
San Francisco,For sale,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",30 HAWKINS LN,1300,8000,rehlkcq1ickj,kalaab3,2021-03-26T02:54:56.500Z,UPX,38462,,,15.72,18.87,79521941932510,500000,38461.53846,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",10 BELL CT,1300,34200,d1dxzsxyit3w,daggsy,2022-05-06T03:37:38.000Z,,,completed,iwzpfunivool,15.72,18.87,79521237289398,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",56 GARNETT TER,1300,2600,id2xoacibfet,craigerball,2020-01-15T23:21:08.000Z,,,,,15.72,22.01,79520549423637,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",82 GARNETT TER,1300,8000,syypbqwuaihm,insicnus,2021-03-13T10:48:33.000Z,,,,,15.72,18.87,79520448760351,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",72 GARNETT TER,1300,2600,id2xoacibfet,craigerball,2020-01-15T23:18:05.000Z,,,,,15.72,22.01,79520499091993,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",5267 03RD ST,1300,1300,wpefgmrlqm3k,billybitcoin,2020-01-02T23:23:07.500Z,,,,,15.72,22.01,79518603267876,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",1726 KEITH ST,1300,1730,pnv5tnvltbeu,mellemel,2020-02-02T04:24:49.500Z,,,,,15.72,20.44,79519056252810,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",1732 KEITH ST,1300,1710,pnv5tnvltbeu,mellemel,2020-02-02T04:25:02.000Z,,,,,15.72,20.44,79519005921161,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",1862 DONNER AVE,1300,24000,h2q5g4jmfqxw,ryrari1,2023-01-05T20:45:27.500Z,,,,,15.72,22.01,79517781184046,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,13,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",5512 03RD ST,1300,2100,qkxczphipwum,artisu,2020-01-27T15:03:50.500Z,,,,,15.72,18.87,79517328199421,,,1.209230769
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1137 MENDELL ST,1400,1400,a4az33l4coy1,virthus77,2020-01-04T19:10:44.500Z,,,,,16.93,20.32,79522495580488,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""Newbie"",""yield_boost"":1.1},{""name"":""San Franciscan"",""yield_boost"":1.2}]",18 HILLVIEW CT,1400,1950,wyssu5pc3ytn,bensburgers,2020-02-18T04:07:16.500Z,,,,,16.93,20.32,79522277476787,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",19 HILLVIEW CT,1400,2999,a3aki1gsarz2,duke36111,2020-07-12T21:09:00.000Z,,,,,16.93,20.32,79522143259068,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",32 PROGRESS ST,1400,12000,nr1zasnspwct,valleysmoke,2021-04-05T02:37:55.000Z,,,,,16.93,20.32,79521103071705,,,1.209285714
San Francisco,For sale,FALSE,BAYVIEW,14,"[{""name"":""Newbie"",""yield_boost"":1.1},{""name"":""San Franciscan"",""yield_boost"":1.2}]",48 GARNETT TER,1400,3000,blbqomvgklpg,tzontzy89,2020-08-29T21:33:20.500Z,USD,38500,,,16.93,20.32,79520566200851,539,38.5,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",50 HAWKINS LN,1400,300,eqxnztv21sfs,smurfking,2020-01-12T13:43:05.000Z,,,completed,iwzpfunivool,16.93,22.01,79522092927442,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",70 HAWKINS LN,1400,335,eqxnztv21sfs,smurfking,2020-01-12T13:29:28.500Z,,,completed,smltwnhouse2,16.93,22.01,79522042595780,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",3 JAKEY CT,1400,13000,z54qfye5nqob,jayzer6,2021-02-24T19:28:34.000Z,,,,,16.93,20.32,79521723828676,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1 BASS CT,1400,111111,kmxvnbxrhbgj,armanad,2021-12-17T15:39:50.000Z,,,,,16.93,20.32,79521069517233,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",2 GARNETT TER,1400,5000,lbwnezg33igl,meq1,2020-09-30T19:01:22.500Z,,,,,16.93,20.32,79520784304649,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1384 OAKDALE AVE,1400,8000,wcfmgtdgan1e,herby131313,2021-03-30T09:52:21.000Z,,,,,16.93,20.32,79520364874131,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",78 GARNETT TER,1400,2700,id2xoacibfet,craigerball,2020-01-15T23:17:39.500Z,,,,,16.93,23.71,79520482314778,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",2535 NEWHALL ST,1400,1825,wpefgmrlqm3k,billybitcoin,2020-01-03T12:40:19.500Z,,,,,16.93,20.32,79518569713294,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",5263 03RD ST,1400,1400,wpefgmrlqm3k,billybitcoin,2020-01-02T23:23:54.000Z,,,,,16.93,23.71,79518636822310,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1967 ARMSTRONG AVE,1400,5000,wpefgmrlqm3k,billybitcoin,2020-03-04T22:12:47.000Z,,,,,16.93,20.32,79518133505673,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",55 ORSI CIR,1400,1790,gtkq32kbnsov,kbadinger,2020-02-15T13:05:44.000Z,,,,,16.93,20.32,79517680520839,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",2755 NEWHALL ST,1400,1400,eszi4j52egtd,capitalist,2020-01-22T02:11:44.500Z,,,,,16.93,20.32,79517663743595,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",35 ORSI CIR,1400,1820,wpefgmrlqm3k,billybitcoin,2020-01-03T03:02:24.500Z,,,,,16.93,20.32,79517613411981,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",49 ORSI CIR,1400,45000,cdefmcml31af,djones246900,2021-05-17T05:17:14.000Z,,,,,16.93,22.01,79517663743625,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",41 LYDIA AVE,1400,2245,h3ehl5jcw24z,semperaugust,2020-03-22T22:08:58.500Z,,,,,16.93,23.71,79517059763829,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",171 ORSI CIR,1400,10990,gjvtrlbrxyjj,villamii,2023-05-08T11:19:20.000Z,,,,,16.93,20.32,79517395308178,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",148 ORSI CIR,1400,1825,rjhamqutljk2,highclimb,2019-12-30T05:13:27.500Z,,,,,16.93,23.71,79517361753727,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",152 ORSI CIR,1400,1825,rjhamqutljk2,highclimb,2019-12-30T05:13:42.500Z,,,,,16.93,23.71,79517328199298,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",5518 03RD ST,1400,2850,lwhgdr4gydps,sirkappa3000,2020-04-04T08:32:36.500Z,,,,,16.93,20.32,79517277867773,,,1.209285714
San Francisco,For sale,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",10 LYDIA AVE,1400,1850,rjhamqutljk2,highclimb,2019-12-29T21:49:44.000Z,UPX,35714,,,16.93,23.71,79517059763851,500000,35714.28571,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",131 ORSI CIR,1400,1825,rjhamqutljk2,highclimb,2019-12-30T05:13:11.000Z,,,,,16.93,23.71,79517579857539,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",73 LYDIA AVE,1400,1709,gexvciieepbz,totoro,2020-02-15T21:45:42.500Z,,,,,16.93,23.71,79517193981546,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",6 LYDIA AVE,1400,1850,rjhamqutljk2,highclimb,2019-12-29T21:49:04.000Z,,,,,16.93,22.01,79517009432207,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,14,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",15 LYDIA AVE,1400,1850,rjhamqutljk2,highclimb,2019-12-30T05:08:29.500Z,,,,,16.93,22.01,79516908768898,,,1.209285714
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",56A BERTHA LN,1500,23950,twa1fjgtyrzu,madkotogus,2023-04-28T15:54:08.500Z,,,,,18.14,21.77,79520817859135,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",26 BERTHA LN,1500,14464,azpcuwq451ko,mentalhealst,2023-04-07T10:00:00.000Z,,,,,18.14,21.77,79520683641408,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",115 ORSI CIRCLE,1500,24770,egvvb4plmjgx,ranjanap,2023-04-09T06:33:36.000Z,,,,,18.14,21.77,79517630189182,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",1124 NEWHALL ST,1500,1500,eszi4j52egtd,capitalist,2020-01-06T15:04:18.500Z,,,,,18.14,21.77,79523367995656,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",52 REBECCA LN,1500,1599,hb44lg4pabup,harekrishna,2020-01-04T13:35:07.500Z,,,,,18.14,25.4,79523787426288,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",679 KEITH ST,1500,1699,d2ruwymjygfw,itsame,2020-01-09T10:35:31.500Z,,,,,18.14,23.59,79523401550303,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",671 KEITH ST,1500,5725,yvage3n3g4nb,mrstaxx,2020-11-25T15:23:09.000Z,,,,,18.14,21.77,79523384773091,,,1.209333333
San Francisco,For sale,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",1641 LA SALLE AVE,1500,43999,znhnvmj5twia,crna2,2022-03-23T21:40:48.000Z,UPX,16667,,,18.14,25.4,79523116337457,250000,16666.66667,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""King of the Street"",""yield_boost"":1.3}]",1017 MENDELL ST,1500,57000,cofpkkboezfs,djdki,2021-12-30T18:34:13.000Z,,,,,18.14,23.59,79522915010905,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",7 YOUNG CT,1500,45000,cofpkkboezfs,djdki,2021-12-30T18:31:11.000Z,,,,,18.14,21.77,79522847902098,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2},{""name"":""City Pro"",""yield_boost"":1.4}]",1697 NEWCOMB AVE,1500,6500,btewpo5lpfms,vsnoops,2020-12-04T10:11:37.000Z,,,,,18.14,25.4,79522596243699,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",16 HILLVIEW CT,1500,2200,hsibrnppd4pr,thankmelater,2020-05-15T17:15:18.500Z,,,,,18.14,21.77,79522294254005,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""San Franciscan"",""yield_boost"":1.2}]",6 HILLVIEW CT,1500,300,eqxnztv21sfs,smurfking,2020-01-12T13:42:27.500Z,,,completed,smltwnhouse2,18.14,21.77,79522327808450,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""Newbie"",""yield_boost"":1.1},{""name"":""San Franciscan"",""yield_boost"":1.2}]",1133 MENDELL ST,1500,2000,nyhfgygqgszd,iola3druid,2020-02-29T18:34:39.000Z,,,,,18.14,21.77,79522529134920,,,1.209333333
San Francisco,Owned,FALSE,BAYVIEW,15,"[{""name"":""Newbie"",""yield_boost"":1.1},{""name"":""San Franciscan"",""yield_boost"":1.2}]",1141 MENDELL ST,1500,1500,zopyq1vtdcla,sudo,2020-01-13T15:58:07.000Z,,,,,18.14,21.77,79522462026055,,,1.209333333
